pandaid,computingsite,cpuconsumptiontime,corecount,noutputdatafiles,outputfilebytes,files_info
425,FrDF,558,8,1,1620231459,"{""lsst_Coadd_425_0000.fits"":104777302,""lsst_Coadd_425_0001.fits"":94686640,""lsst_Coadd_425_0002.fits"":118617792,""lsst_Coadd_425_0003.fits"":77749699,""lsst_Coadd_425_0004.fits"":81459036,""lsst_Coadd_425_0005.fits"":101838346,""lsst_Coadd_425_0006.fits"":83387952,""lsst_Coadd_425_0007.fits"":109331395,""lsst_Coadd_425_0008.fits"":116077648,""lsst_Coadd_425_0009.fits"":100726088,""lsst_Coadd_425_0010.fits"":127502619,""lsst_Coadd_425_0011.fits"":110107122,""lsst_Coadd_425_0012.fits"":89926631,""lsst_Coadd_425_0013.fits"":94286442,""lsst_Coadd_425_0014.fits"":86714384,""lsst_Coadd_425_0015.fits"":90501280,""lsst_Coadd_425_0016.fits"":121666228,""lsst_Coadd_425_0017.fits"":107295327,""lsst_Coadd_425_0018.fits"":106629641,""lsst_Coadd_425_0019.fits"":72501841,""lsst_Coadd_425_0020.fits"":93676718,""lsst_Coadd_425_0021.fits"":96589912,""lsst_Coadd_425_0022.fits"":96464664,""lsst_Coadd_425_0023.fits"":123577080,""lsst_Coadd_425_0024.fits"":93224465,""lsst_Coadd_425_0025.fits"":78186058,""lsst_Coadd_425_0026.fits"":134249655,""lsst_Coadd_425_0027.fits"":99813742,""lsst_Coadd_425_0028.fits"":84995377,""lsst_Coadd_425_0029.fits"":89273702,""lsst_Coadd_425_0030.fits"":94449967,""lsst_Coadd_425_0031.fits"":81627391,""lsst_Coadd_425_0032.fits"":78550775}"
426,Base,26,1,2,40203539,"{""lsst_Prompt_ISR_426_0000.fits"":44670599}"
427,USDF,157,8,3,79383765,"{""lsst_ForcedPhotom_427_0000.fits"":48396217,""lsst_ForcedPhotom_427_0001.fits"":52602392,""lsst_ForcedPhotom_427_0002.fits"":38438328,""lsst_ForcedPhotom_427_0003.fits"":51090675,""lsst_ForcedPhotom_427_0004.fits"":47582098,""lsst_ForcedPhotom_427_0005.fits"":63661629,""lsst_ForcedPhotom_427_0006.fits"":55962176,""lsst_ForcedPhotom_427_0007.fits"":39185312}"
428,UKDF,171,4,2,100464437,"{""lsst_DiffImaging_428_0000.fits"":86924907,""lsst_DiffImaging_428_0001.fits"":79163826,""lsst_DiffImaging_428_0002.fits"":86821079,""lsst_DiffImaging_428_0003.fits"":81971647}"
429,Base,35,1,2,37255663,"{""lsst_Prompt_ISR_429_0000.fits"":41395182}"
430,USDF,124,4,1,236456233,"{""lsst_SingleFrame_Cal_430_0000.fits"":90658851,""lsst_SingleFrame_Cal_430_0001.fits"":124301361}"
431,Base,27,1,1,38690670,"{""lsst_Prompt_ISR_431_0000.fits"":42989634}"
432,USDF,77,4,2,133056071,"{""lsst_SingleFrame_Cal_432_0000.fits"":120960065}"
433,USDF,160,4,1,127609510,"{""lsst_DiffImaging_433_0000.fits"":126245818,""lsst_DiffImaging_433_0001.fits"":77773896,""lsst_DiffImaging_433_0002.fits"":147090690,""lsst_DiffImaging_433_0003.fits"":74254630}"
434,Base,23,1,1,42461791,"{""lsst_Prompt_ISR_434_0000.fits"":47179768}"
435,USDF,131,4,2,93274623,"{""lsst_DiffImaging_435_0000.fits"":104590657,""lsst_DiffImaging_435_0001.fits"":105103577,""lsst_DiffImaging_435_0002.fits"":101221179}"
436,Base,20,1,2,47521604,"{""lsst_Prompt_ISR_436_0000.fits"":52801783}"
437,Base,18,1,2,34467042,"{""lsst_Prompt_ISR_437_0000.fits"":38296714}"
438,Base,33,1,2,42272033,"{""lsst_Prompt_ISR_438_0000.fits"":46968926}"
439,USDF,97,4,1,284681475,"{""lsst_SingleFrame_Cal_439_0000.fits"":76280569,""lsst_SingleFrame_Cal_439_0001.fits"":89265617,""lsst_SingleFrame_Cal_439_0002.fits"":93255155}"
440,USDF,102,4,2,360411508,"{""lsst_SingleFrame_Cal_440_0000.fits"":108561289,""lsst_SingleFrame_Cal_440_0001.fits"":91765360,""lsst_SingleFrame_Cal_440_0002.fits"":127320177}"
441,USDF,557,8,1,2238239834,"{""lsst_Coadd_441_0000.fits"":82345932,""lsst_Coadd_441_0001.fits"":101820761,""lsst_Coadd_441_0002.fits"":71312031,""lsst_Coadd_441_0003.fits"":100969867,""lsst_Coadd_441_0004.fits"":112007911,""lsst_Coadd_441_0005.fits"":86538913,""lsst_Coadd_441_0006.fits"":91486819,""lsst_Coadd_441_0007.fits"":89051194,""lsst_Coadd_441_0008.fits"":85818922,""lsst_Coadd_441_0009.fits"":75614010,""lsst_Coadd_441_0010.fits"":97737504,""lsst_Coadd_441_0011.fits"":119919837,""lsst_Coadd_441_0012.fits"":116826495,""lsst_Coadd_441_0013.fits"":84077133,""lsst_Coadd_441_0014.fits"":88267348,""lsst_Coadd_441_0015.fits"":87471857,""lsst_Coadd_441_0016.fits"":128867861,""lsst_Coadd_441_0017.fits"":110737934,""lsst_Coadd_441_0018.fits"":70986194,""lsst_Coadd_441_0019.fits"":90586121,""lsst_Coadd_441_0020.fits"":102529264,""lsst_Coadd_441_0021.fits"":78639351,""lsst_Coadd_441_0022.fits"":110216960,""lsst_Coadd_441_0023.fits"":81713480,""lsst_Coadd_441_0024.fits"":114421116,""lsst_Coadd_441_0025.fits"":90050679,""lsst_Coadd_441_0026.fits"":116111934,""lsst_Coadd_441_0027.fits"":96359859,""lsst_Coadd_441_0028.fits"":98066124,""lsst_Coadd_441_0029.fits"":103378748,""lsst_Coadd_441_0030.fits"":69647217,""lsst_Coadd_441_0031.fits"":154098394,""lsst_Coadd_441_0032.fits"":76336348,""lsst_Coadd_441_0033.fits"":73589948,""lsst_Coadd_441_0034.fits"":109162507,""lsst_Coadd_441_0035.fits"":71800674,""lsst_Coadd_441_0036.fits"":109308382,""lsst_Coadd_441_0037.fits"":80744191,""lsst_Coadd_441_0038.fits"":113181086,""lsst_Coadd_441_0039.fits"":114004567,""lsst_Coadd_441_0040.fits"":107181745,""lsst_Coadd_441_0041.fits"":84436618,""lsst_Coadd_441_0042.fits"":61797934,""lsst_Coadd_441_0043.fits"":108045728,""lsst_Coadd_441_0044.fits"":80962809,""lsst_Coadd_441_0045.fits"":111350054,""lsst_Coadd_441_0046.fits"":66899307}"
442,USDF,203,4,3,244449665,"{""lsst_SingleFrame_Cal_442_0000.fits"":86515235,""lsst_SingleFrame_Cal_442_0001.fits"":135711734}"
443,Base,18,1,2,34296085,"{""lsst_Prompt_ISR_443_0000.fits"":38106762}"
444,USDF,751,8,2,1425845013,"{""lsst_Coadd_444_0000.fits"":96599064,""lsst_Coadd_444_0001.fits"":74710494,""lsst_Coadd_444_0002.fits"":105976499,""lsst_Coadd_444_0003.fits"":87442508,""lsst_Coadd_444_0004.fits"":102859411,""lsst_Coadd_444_0005.fits"":85201635,""lsst_Coadd_444_0006.fits"":101921535,""lsst_Coadd_444_0007.fits"":131725745,""lsst_Coadd_444_0008.fits"":130222851,""lsst_Coadd_444_0009.fits"":102932502,""lsst_Coadd_444_0010.fits"":92098450,""lsst_Coadd_444_0011.fits"":116777262,""lsst_Coadd_444_0012.fits"":71408372,""lsst_Coadd_444_0013.fits"":97468263,""lsst_Coadd_444_0014.fits"":99082973,""lsst_Coadd_444_0015.fits"":123527350,""lsst_Coadd_444_0016.fits"":90200788,""lsst_Coadd_444_0017.fits"":69844678,""lsst_Coadd_444_0018.fits"":129847051,""lsst_Coadd_444_0019.fits"":89603055,""lsst_Coadd_444_0020.fits"":120020775,""lsst_Coadd_444_0021.fits"":87342538,""lsst_Coadd_444_0022.fits"":107590129,""lsst_Coadd_444_0023.fits"":80020654,""lsst_Coadd_444_0024.fits"":70555142,""lsst_Coadd_444_0025.fits"":102636554,""lsst_Coadd_444_0026.fits"":69227740,""lsst_Coadd_444_0027.fits"":87396943,""lsst_Coadd_444_0028.fits"":127449066}"
445,Base,23,1,1,35680612,"{""lsst_Prompt_ISR_445_0000.fits"":39645125}"
446,USDF,109,4,1,91173557,"{""lsst_SingleFrame_Cal_446_0000.fits"":82885052}"
447,USDF,112,4,1,319272152,"{""lsst_SingleFrame_Cal_447_0000.fits"":81184361,""lsst_SingleFrame_Cal_447_0001.fits"":103738311,""lsst_SingleFrame_Cal_447_0002.fits"":105324739}"
448,Base,20,1,2,37649808,"{""lsst_Prompt_ISR_448_0000.fits"":41833120}"
449,Base,21,1,1,38633282,"{""lsst_Prompt_ISR_449_0000.fits"":42925869}"
450,USDF,187,4,3,68397588,"{""lsst_SingleFrame_Cal_450_0000.fits"":62179626}"
451,USDF,26,1,1,34998671,"{""lsst_Prompt_ISR_451_0000.fits"":38887413}"
452,Base,22,1,2,31361521,"{""lsst_Prompt_ISR_452_0000.fits"":34846135}"
453,Base,30,1,2,43516475,"{""lsst_Prompt_ISR_453_0000.fits"":48351639}"
454,Base,25,1,2,41393994,"{""lsst_Prompt_ISR_454_0000.fits"":45993327}"
455,USDF,93,4,2,197797998,"{""lsst_SingleFrame_Cal_455_0000.fits"":75945208,""lsst_SingleFrame_Cal_455_0001.fits"":103871154}"
456,Base,657,8,4,1259064854,"{""lsst_Coadd_456_0000.fits"":87731754,""lsst_Coadd_456_0001.fits"":73410442,""lsst_Coadd_456_0002.fits"":85710105,""lsst_Coadd_456_0003.fits"":86098025,""lsst_Coadd_456_0004.fits"":98743335,""lsst_Coadd_456_0005.fits"":82193178,""lsst_Coadd_456_0006.fits"":87497223,""lsst_Coadd_456_0007.fits"":112997170,""lsst_Coadd_456_0008.fits"":116634467,""lsst_Coadd_456_0009.fits"":128557642,""lsst_Coadd_456_0010.fits"":81096244,""lsst_Coadd_456_0011.fits"":93532064,""lsst_Coadd_456_0012.fits"":104698696,""lsst_Coadd_456_0013.fits"":54869582,""lsst_Coadd_456_0014.fits"":111187718,""lsst_Coadd_456_0015.fits"":115016730,""lsst_Coadd_456_0016.fits"":85311035,""lsst_Coadd_456_0017.fits"":90029529,""lsst_Coadd_456_0018.fits"":81459679,""lsst_Coadd_456_0019.fits"":108823961,""lsst_Coadd_456_0020.fits"":82451721,""lsst_Coadd_456_0021.fits"":108283258,""lsst_Coadd_456_0022.fits"":137295040,""lsst_Coadd_456_0023.fits"":63708321,""lsst_Coadd_456_0024.fits"":125703085,""lsst_Coadd_456_0025.fits"":115089704}"
457,Base,20,1,2,30589000,"{""lsst_Prompt_ISR_457_0000.fits"":33987778}"
458,Base,16,1,1,31510674,"{""lsst_Prompt_ISR_458_0000.fits"":35011861}"
459,UKDF,230,8,3,147918036,"{""lsst_ForcedPhotom_459_0000.fits"":52558804,""lsst_ForcedPhotom_459_0001.fits"":58888221,""lsst_ForcedPhotom_459_0002.fits"":51727581,""lsst_ForcedPhotom_459_0003.fits"":70845310,""lsst_ForcedPhotom_459_0004.fits"":57506089,""lsst_ForcedPhotom_459_0005.fits"":42702334,""lsst_ForcedPhotom_459_0006.fits"":51808385,""lsst_ForcedPhotom_459_0007.fits"":52904793,""lsst_ForcedPhotom_459_0008.fits"":50553971,""lsst_ForcedPhotom_459_0009.fits"":59387163,""lsst_ForcedPhotom_459_0010.fits"":47418741,""lsst_ForcedPhotom_459_0011.fits"":36713321,""lsst_ForcedPhotom_459_0012.fits"":43981990,""lsst_ForcedPhotom_459_0013.fits"":62593478}"
460,UKDF,377,8,2,120041636,"{""lsst_ForcedPhotom_460_0000.fits"":55105260,""lsst_ForcedPhotom_460_0001.fits"":61275611,""lsst_ForcedPhotom_460_0002.fits"":60271109,""lsst_ForcedPhotom_460_0003.fits"":61688270,""lsst_ForcedPhotom_460_0004.fits"":45192110,""lsst_ForcedPhotom_460_0005.fits"":42541816,""lsst_ForcedPhotom_460_0006.fits"":47328925,""lsst_ForcedPhotom_460_0007.fits"":59251021,""lsst_ForcedPhotom_460_0008.fits"":46313986,""lsst_ForcedPhotom_460_0009.fits"":62443005,""lsst_ForcedPhotom_460_0010.fits"":58797067}"
461,FrDF,163,4,1,102187742,"{""lsst_DiffImaging_461_0000.fits"":101552461,""lsst_DiffImaging_461_0001.fits"":135468730,""lsst_DiffImaging_461_0002.fits"":103604618}"
462,USDF,560,8,2,1446263992,"{""lsst_Coadd_462_0000.fits"":94542043,""lsst_Coadd_462_0001.fits"":73966194,""lsst_Coadd_462_0002.fits"":96576032,""lsst_Coadd_462_0003.fits"":91403406,""lsst_Coadd_462_0004.fits"":91544091,""lsst_Coadd_462_0005.fits"":104854299,""lsst_Coadd_462_0006.fits"":119237943,""lsst_Coadd_462_0007.fits"":98782298,""lsst_Coadd_462_0008.fits"":97017140,""lsst_Coadd_462_0009.fits"":102199249,""lsst_Coadd_462_0010.fits"":110038741,""lsst_Coadd_462_0011.fits"":122918767,""lsst_Coadd_462_0012.fits"":94851826,""lsst_Coadd_462_0013.fits"":98790975,""lsst_Coadd_462_0014.fits"":134671107,""lsst_Coadd_462_0015.fits"":53233834,""lsst_Coadd_462_0016.fits"":82844726,""lsst_Coadd_462_0017.fits"":74728150,""lsst_Coadd_462_0018.fits"":102329062,""lsst_Coadd_462_0019.fits"":94419624,""lsst_Coadd_462_0020.fits"":79963260,""lsst_Coadd_462_0021.fits"":103754732,""lsst_Coadd_462_0022.fits"":107406140,""lsst_Coadd_462_0023.fits"":79596729,""lsst_Coadd_462_0024.fits"":83359141,""lsst_Coadd_462_0025.fits"":96053110,""lsst_Coadd_462_0026.fits"":124872010,""lsst_Coadd_462_0027.fits"":117710125,""lsst_Coadd_462_0028.fits"":86034109,""lsst_Coadd_462_0029.fits"":74829121}"
463,Base,34,1,2,44715411,"{""lsst_Prompt_ISR_463_0000.fits"":49683791}"
464,USDF,141,4,1,125415510,"{""lsst_DiffImaging_464_0000.fits"":77647495,""lsst_DiffImaging_464_0001.fits"":95024481,""lsst_DiffImaging_464_0002.fits"":156074021,""lsst_DiffImaging_464_0003.fits"":89305703}"
465,UKDF,106,4,1,142411761,"{""lsst_SingleFrame_Cal_465_0000.fits"":129465238}"
466,Base,30,1,1,44100637,"{""lsst_Prompt_ISR_466_0000.fits"":49000708}"
467,USDF,99,4,3,241437308,"{""lsst_SingleFrame_Cal_467_0000.fits"":58620523,""lsst_SingleFrame_Cal_467_0001.fits"":63739296,""lsst_SingleFrame_Cal_467_0002.fits"":97128643}"
468,USDF,34,1,1,36963374,"{""lsst_Prompt_ISR_468_0000.fits"":41070416}"
469,FrDF,35,1,2,33404650,"{""lsst_Prompt_ISR_469_0000.fits"":37116278}"
470,UKDF,114,4,3,373802106,"{""lsst_SingleFrame_Cal_470_0000.fits"":110864075,""lsst_SingleFrame_Cal_470_0001.fits"":102103656,""lsst_SingleFrame_Cal_470_0002.fits"":126852366}"
471,Base,48,1,1,30204085,"{""lsst_Prompt_ISR_471_0000.fits"":33560095}"
472,FrDF,262,4,2,86707033,"{""lsst_DiffImaging_472_0000.fits"":92792920,""lsst_DiffImaging_472_0001.fits"":99318049,""lsst_DiffImaging_472_0002.fits"":96912476}"
473,Base,29,1,1,32237692,"{""lsst_Prompt_ISR_473_0000.fits"":35819658}"
474,USDF,176,4,1,117022610,"{""lsst_SingleFrame_Cal_474_0000.fits"":106384191}"
475,Base,20,1,2,35004082,"{""lsst_Prompt_ISR_475_0000.fits"":38893425}"
476,Base,417,8,2,841691709,"{""lsst_Coadd_476_0000.fits"":123396728,""lsst_Coadd_476_0001.fits"":83394005,""lsst_Coadd_476_0002.fits"":124488534,""lsst_Coadd_476_0003.fits"":102486635,""lsst_Coadd_476_0004.fits"":114409417,""lsst_Coadd_476_0005.fits"":105705659,""lsst_Coadd_476_0006.fits"":66517344,""lsst_Coadd_476_0007.fits"":124931909,""lsst_Coadd_476_0008.fits"":84506144,""lsst_Coadd_476_0009.fits"":97449467,""lsst_Coadd_476_0010.fits"":95702221,""lsst_Coadd_476_0011.fits"":151448764,""lsst_Coadd_476_0012.fits"":143710862,""lsst_Coadd_476_0013.fits"":82346232,""lsst_Coadd_476_0014.fits"":85986866,""lsst_Coadd_476_0015.fits"":96902631}"
477,USDF,148,4,3,352460958,"{""lsst_SingleFrame_Cal_477_0000.fits"":89824244,""lsst_SingleFrame_Cal_477_0001.fits"":123910623,""lsst_SingleFrame_Cal_477_0002.fits"":106684186}"
478,USDF,224,8,2,180752589,"{""lsst_ForcedPhotom_478_0000.fits"":71711307,""lsst_ForcedPhotom_478_0001.fits"":47217538,""lsst_ForcedPhotom_478_0002.fits"":41087582,""lsst_ForcedPhotom_478_0003.fits"":56743392,""lsst_ForcedPhotom_478_0004.fits"":58513872,""lsst_ForcedPhotom_478_0005.fits"":36555851,""lsst_ForcedPhotom_478_0006.fits"":45164207,""lsst_ForcedPhotom_478_0007.fits"":47545737,""lsst_ForcedPhotom_478_0008.fits"":42831685,""lsst_ForcedPhotom_478_0009.fits"":42133737,""lsst_ForcedPhotom_478_0010.fits"":34520341,""lsst_ForcedPhotom_478_0011.fits"":40216054,""lsst_ForcedPhotom_478_0012.fits"":59760771,""lsst_ForcedPhotom_478_0013.fits"":37759674,""lsst_ForcedPhotom_478_0014.fits"":69653219,""lsst_ForcedPhotom_478_0015.fits"":68301303,""lsst_ForcedPhotom_478_0016.fits"":55020633,""lsst_ForcedPhotom_478_0017.fits"":49026043}"
479,USDF,145,4,2,223301758,"{""lsst_SingleFrame_Cal_479_0000.fits"":105058388,""lsst_SingleFrame_Cal_479_0001.fits"":97943211}"
480,USDF,28,1,1,43090187,"{""lsst_Prompt_ISR_480_0000.fits"":47877986}"
481,Base,28,1,2,42032479,"{""lsst_Prompt_ISR_481_0000.fits"":46702755}"
482,USDF,143,4,3,239846085,"{""lsst_SingleFrame_Cal_482_0000.fits"":99887887,""lsst_SingleFrame_Cal_482_0001.fits"":118154009}"
483,USDF,240,8,3,130608360,"{""lsst_ForcedPhotom_483_0000.fits"":53371256,""lsst_ForcedPhotom_483_0001.fits"":61568411,""lsst_ForcedPhotom_483_0002.fits"":55492973,""lsst_ForcedPhotom_483_0003.fits"":62021982,""lsst_ForcedPhotom_483_0004.fits"":46789715,""lsst_ForcedPhotom_483_0005.fits"":39285756,""lsst_ForcedPhotom_483_0006.fits"":45244428,""lsst_ForcedPhotom_483_0007.fits"":61279377,""lsst_ForcedPhotom_483_0008.fits"":32905410,""lsst_ForcedPhotom_483_0009.fits"":38834971,""lsst_ForcedPhotom_483_0010.fits"":47261297,""lsst_ForcedPhotom_483_0011.fits"":59223174,""lsst_ForcedPhotom_483_0012.fits"":49763050}"
484,USDF,29,1,1,37837902,"{""lsst_Prompt_ISR_484_0000.fits"":42042114}"
485,FrDF,682,8,4,1240976299,"{""lsst_Coadd_485_0000.fits"":95378953,""lsst_Coadd_485_0001.fits"":97888804,""lsst_Coadd_485_0002.fits"":102693794,""lsst_Coadd_485_0003.fits"":77878053,""lsst_Coadd_485_0004.fits"":113535518,""lsst_Coadd_485_0005.fits"":104765459,""lsst_Coadd_485_0006.fits"":116558235,""lsst_Coadd_485_0007.fits"":113079177,""lsst_Coadd_485_0008.fits"":94662072,""lsst_Coadd_485_0009.fits"":107146996,""lsst_Coadd_485_0010.fits"":118737280,""lsst_Coadd_485_0011.fits"":102287894,""lsst_Coadd_485_0012.fits"":111597304,""lsst_Coadd_485_0013.fits"":92841305,""lsst_Coadd_485_0014.fits"":101806648,""lsst_Coadd_485_0015.fits"":108933601,""lsst_Coadd_485_0016.fits"":113134562,""lsst_Coadd_485_0017.fits"":85841421,""lsst_Coadd_485_0018.fits"":108426317,""lsst_Coadd_485_0019.fits"":139962851,""lsst_Coadd_485_0020.fits"":125789744,""lsst_Coadd_485_0021.fits"":88422334,""lsst_Coadd_485_0022.fits"":81332225,""lsst_Coadd_485_0023.fits"":79252052}"
486,USDF,127,4,1,48188402,"{""lsst_DiffImaging_486_0000.fits"":84966377,""lsst_DiffImaging_486_0001.fits"":75661631}"
487,Base,76,4,2,84340229,"{""lsst_SingleFrame_Cal_487_0000.fits"":76672936}"
488,USDF,36,1,1,31755101,"{""lsst_Prompt_ISR_488_0000.fits"":35283446}"
489,UKDF,83,4,1,126178566,"{""lsst_SingleFrame_Cal_489_0000.fits"":114707788}"
490,USDF,488,4,1,60617148,"{""lsst_DiffImaging_490_0000.fits"":114113024,""lsst_DiffImaging_490_0001.fits"":87944137}"
491,USDF,86,4,2,110779619,"{""lsst_SingleFrame_Cal_491_0000.fits"":100708745}"
492,FrDF,206,8,3,75823396,"{""lsst_ForcedPhotom_492_0000.fits"":30178838,""lsst_ForcedPhotom_492_0001.fits"":41044940,""lsst_ForcedPhotom_492_0002.fits"":27527440,""lsst_ForcedPhotom_492_0003.fits"":50021287,""lsst_ForcedPhotom_492_0004.fits"":43095875,""lsst_ForcedPhotom_492_0005.fits"":51775321,""lsst_ForcedPhotom_492_0006.fits"":45293355,""lsst_ForcedPhotom_492_0007.fits"":42221114,""lsst_ForcedPhotom_492_0008.fits"":47958814}"
493,USDF,68,4,1,338932234,"{""lsst_SingleFrame_Cal_493_0000.fits"":90954987,""lsst_SingleFrame_Cal_493_0001.fits"":112398258,""lsst_SingleFrame_Cal_493_0002.fits"":104766968}"
494,Base,29,1,1,41671877,"{""lsst_Prompt_ISR_494_0000.fits"":46302086}"
495,USDF,238,8,1,163490851,"{""lsst_ForcedPhotom_495_0000.fits"":58129077,""lsst_ForcedPhotom_495_0001.fits"":41210517,""lsst_ForcedPhotom_495_0002.fits"":40863431,""lsst_ForcedPhotom_495_0003.fits"":37163385,""lsst_ForcedPhotom_495_0004.fits"":35547399,""lsst_ForcedPhotom_495_0005.fits"":30542739,""lsst_ForcedPhotom_495_0006.fits"":37482335,""lsst_ForcedPhotom_495_0007.fits"":37797595,""lsst_ForcedPhotom_495_0008.fits"":61389927,""lsst_ForcedPhotom_495_0009.fits"":58457431,""lsst_ForcedPhotom_495_0010.fits"":51745232,""lsst_ForcedPhotom_495_0011.fits"":38205593,""lsst_ForcedPhotom_495_0012.fits"":46696834,""lsst_ForcedPhotom_495_0013.fits"":60501607,""lsst_ForcedPhotom_495_0014.fits"":53704813,""lsst_ForcedPhotom_495_0015.fits"":43623183,""lsst_ForcedPhotom_495_0016.fits"":46578162,""lsst_ForcedPhotom_495_0017.fits"":37814998}"
496,Base,16,1,2,42379660,"{""lsst_Prompt_ISR_496_0000.fits"":47088512}"
497,Base,37,1,1,31134519,"{""lsst_Prompt_ISR_497_0000.fits"":34593911}"
498,USDF,284,8,1,55917782,"{""lsst_ForcedPhotom_498_0000.fits"":48451877,""lsst_ForcedPhotom_498_0001.fits"":31217411,""lsst_ForcedPhotom_498_0002.fits"":56244307,""lsst_ForcedPhotom_498_0003.fits"":52569769,""lsst_ForcedPhotom_498_0004.fits"":36279080,""lsst_ForcedPhotom_498_0005.fits"":54826469}"
499,USDF,743,8,3,1017214429,"{""lsst_Coadd_499_0000.fits"":92006144,""lsst_Coadd_499_0001.fits"":106272938,""lsst_Coadd_499_0002.fits"":83024683,""lsst_Coadd_499_0003.fits"":72377955,""lsst_Coadd_499_0004.fits"":83441355,""lsst_Coadd_499_0005.fits"":80768294,""lsst_Coadd_499_0006.fits"":100228570,""lsst_Coadd_499_0007.fits"":91821785,""lsst_Coadd_499_0008.fits"":102934843,""lsst_Coadd_499_0009.fits"":123853425,""lsst_Coadd_499_0010.fits"":84717824,""lsst_Coadd_499_0011.fits"":109939253,""lsst_Coadd_499_0012.fits"":108772061,""lsst_Coadd_499_0013.fits"":76231039,""lsst_Coadd_499_0014.fits"":100374360,""lsst_Coadd_499_0015.fits"":172884523,""lsst_Coadd_499_0016.fits"":80888571,""lsst_Coadd_499_0017.fits"":91623497,""lsst_Coadd_499_0018.fits"":115116972,""lsst_Coadd_499_0019.fits"":81105122,""lsst_Coadd_499_0020.fits"":76045644}"
500,Base,26,1,2,36519666,"{""lsst_Prompt_ISR_500_0000.fits"":40577407}"
